ch,keV,net,model,continuum_raw,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,Th-228,Rn-220,Th-232,Xray-Pb,Xray-Th,Backscatter,SE-1588,DE-1631,SE-1631,Xray-NaI
3804,1278.869,17.375,25.849,24.756,7.176,17.300,0.000,1.372,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3805,1279.193,34.634,25.829,24.753,7.159,17.299,0.000,1.372,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3806,1279.516,22.857,25.810,24.750,7.141,17.297,0.000,1.372,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3807,1279.840,26.190,25.791,24.747,7.123,17.296,0.000,1.372,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3808,1280.163,27.338,25.772,24.744,7.106,17.294,0.000,1.371,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3809,1280.486,17.560,25.753,24.741,7.088,17.293,0.000,1.371,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3810,1280.810,23.560,25.734,24.738,7.071,17.291,0.000,1.371,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3811,1281.133,32.338,25.715,24.735,7.054,17.290,0.000,1.371,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3812,1281.457,33.116,25.696,24.731,7.037,17.288,0.000,1.371,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3813,1281.780,14.191,25.678,24.728,7.020,17.287,0.000,1.371,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3814,1282.104,26.078,25.659,24.725,7.003,17.285,0.000,1.371,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3815,1282.427,24.857,25.641,24.722,6.986,17.284,0.000,1.371,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3816,1282.750,32.857,25.623,24.719,6.970,17.282,0.000,1.370,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3817,1283.074,15.819,25.605,24.716,6.953,17.281,0.000,1.370,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3818,1283.397,23.783,25.587,24.713,6.937,17.279,0.000,1.370,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3819,1283.721,17.894,25.569,24.710,6.921,17.277,0.000,1.370,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3820,1284.044,22.449,25.551,24.706,6.905,17.276,0.000,1.370,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3821,1284.367,20.338,25.533,24.703,6.889,17.274,0.000,1.370,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3822,1284.691,25.228,25.516,24.700,6.873,17.273,0.000,1.370,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3823,1285.014,23.264,25.498,24.697,6.858,17.271,0.000,1.370,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3824,1285.338,12.042,25.481,24.694,6.842,17.269,0.000,1.369,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3825,1285.661,24.301,25.464,24.691,6.827,17.268,0.000,1.369,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3826,1285.984,23.116,25.447,24.688,6.812,17.266,0.000,1.369,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3827,1286.308,29.153,25.430,24.685,6.797,17.264,0.000,1.369,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3828,1286.631,29.004,25.414,24.682,6.782,17.263,0.000,1.369,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3829,1286.954,18.376,25.397,24.678,6.767,17.261,0.000,1.369,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3830,1287.278,26.190,25.381,24.675,6.753,17.259,0.000,1.369,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3831,1287.601,15.301,25.365,24.672,6.738,17.258,0.000,1.369,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3832,1287.924,23.227,25.349,24.669,6.724,17.256,0.000,1.368,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3833,1288.248,27.302,25.333,24.666,6.710,17.254,0.000,1.368,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3834,1288.571,17.116,25.317,24.663,6.696,17.252,0.000,1.368,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3835,1288.895,28.783,25.301,24.660,6.683,17.251,0.000,1.368,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3836,1289.218,15.264,25.286,24.657,6.669,17.249,0.000,1.368,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3837,1289.541,32.857,25.270,24.653,6.656,17.247,0.000,1.368,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3838,1289.865,17.708,25.255,24.650,6.642,17.245,0.000,1.368,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3839,1290.188,23.375,25.240,24.647,6.629,17.244,0.000,1.367,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3840,1290.511,22.893,25.225,24.644,6.616,17.242,0.000,1.367,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3841,1290.835,22.709,25.211,24.641,6.603,17.240,0.000,1.367,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3842,1291.158,8.153,25.196,24.638,6.591,17.238,0.000,1.367,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3843,1291.481,21.635,25.182,24.635,6.578,17.236,0.000,1.367,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3844,1291.805,26.746,25.168,24.632,6.566,17.235,0.000,1.367,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3845,1292.128,16.376,25.153,24.629,6.554,17.233,0.000,1.367,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3846,1292.451,17.487,25.140,24.625,6.542,17.231,0.000,1.367,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3847,1292.774,23.486,25.126,24.622,6.530,17.229,0.000,1.366,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3848,1293.098,19.598,25.112,24.619,6.519,17.227,0.000,1.366,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3849,1293.421,34.190,25.099,24.616,6.507,17.225,0.000,1.366,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3850,1293.744,23.486,25.085,24.613,6.496,17.224,0.000,1.366,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3851,1294.068,17.709,25.072,24.610,6.485,17.222,0.000,1.366,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3852,1294.391,23.635,25.059,24.607,6.474,17.220,0.000,1.366,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3853,1294.714,18.523,25.046,24.604,6.463,17.218,0.000,1.366,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3854,1295.038,15.116,25.034,24.600,6.452,17.216,0.000,1.365,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3855,1295.361,30.264,25.021,24.597,6.442,17.214,0.000,1.365,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3856,1295.684,34.560,25.009,24.594,6.432,17.212,0.000,1.365,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3857,1296.007,26.746,24.997,24.591,6.422,17.210,0.000,1.365,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3858,1296.331,24.117,24.985,24.588,6.412,17.208,0.000,1.365,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3859,1296.654,25.746,24.973,24.585,6.402,17.206,0.000,1.365,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3860,1296.977,27.339,24.961,24.582,6.392,17.205,0.000,1.364,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3861,1297.301,15.487,24.949,24.579,6.382,17.203,0.000,1.364,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3862,1297.624,28.931,24.938,24.576,6.373,17.201,0.000,1.364,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3863,1297.947,7.783,24.927,24.572,6.364,17.199,0.000,1.364,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3864,1298.270,19.413,24.916,24.569,6.355,17.197,0.000,1.364,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3865,1298.594,20.635,24.905,24.566,6.346,17.195,0.000,1.364,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3866,1298.917,24.191,24.894,24.563,6.337,17.193,0.000,1.364,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3867,1299.240,14.153,24.883,24.560,6.329,17.191,0.000,1.363,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3868,1299.563,23.894,24.872,24.557,6.320,17.189,0.000,1.363,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3869,1299.887,22.524,24.862,24.554,6.312,17.187,0.000,1.363,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3870,1300.210,20.635,24.852,24.551,6.304,17.185,0.000,1.363,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3871,1300.533,20.746,24.842,24.548,6.296,17.183,0.000,1.363,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3872,1300.856,13.302,24.832,24.544,6.288,17.181,0.000,1.363,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3873,1301.180,26.746,24.822,24.541,6.280,17.179,0.000,1.363,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3874,1301.503,18.931,24.812,24.538,6.273,17.177,0.000,1.362,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3875,1301.826,25.005,24.802,24.535,6.265,17.175,0.000,1.362,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3876,1302.149,18.153,24.793,24.532,6.258,17.173,0.000,1.362,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3877,1302.473,23.709,24.784,24.529,6.251,17.171,0.000,1.362,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3878,1302.796,20.969,24.774,24.526,6.244,17.169,0.000,1.362,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3879,1303.119,16.561,24.765,24.523,6.237,17.167,0.000,1.362,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3880,1303.442,28.672,24.756,24.519,6.230,17.165,0.000,1.361,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3881,1303.765,38.450,24.748,24.516,6.223,17.163,0.000,1.361,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3882,1304.089,19.005,24.739,24.513,6.217,17.161,0.000,1.361,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3883,1304.412,25.228,24.731,24.510,6.211,17.159,0.000,1.361,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3884,1304.735,10.562,24.722,24.507,6.204,17.157,0.000,1.361,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3885,1305.058,17.857,24.714,24.504,6.198,17.155,0.000,1.361,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3886,1305.381,24.598,24.706,24.501,6.192,17.153,0.000,1.361,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3887,1305.705,13.413,24.698,24.498,6.186,17.151,0.000,1.360,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3888,1306.028,17.080,24.690,24.495,6.181,17.149,0.000,1.360,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3889,1306.351,30.043,24.682,24.491,6.175,17.147,0.000,1.360,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3890,1306.674,23.339,24.674,24.488,6.169,17.145,0.000,1.360,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3891,1306.997,20.006,24.666,24.485,6.164,17.143,0.000,1.360,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3892,1307.321,19.562,24.659,24.482,6.159,17.140,0.000,1.360,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3893,1307.644,24.932,24.651,24.479,6.154,17.138,0.000,1.359,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3894,1307.967,23.005,24.644,24.476,6.149,17.136,0.000,1.359,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3895,1308.290,33.672,24.637,24.473,6.144,17.134,0.000,1.359,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3896,1308.613,25.117,24.630,24.470,6.139,17.132,0.000,1.359,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3897,1308.937,21.598,24.623,24.466,6.134,17.130,0.000,1.359,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3898,1309.260,21.153,24.616,24.463,6.129,17.128,0.000,1.359,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3899,1309.583,20.191,24.609,24.460,6.125,17.126,0.000,1.358,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3900,1309.906,34.821,24.603,24.457,6.120,17.124,0.000,1.358,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3901,1310.229,28.154,24.596,24.454,6.116,17.122,0.000,1.358,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3902,1310.552,28.561,24.590,24.451,6.112,17.120,0.000,1.358,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3903,1310.876,30.376,24.584,24.448,6.108,17.118,0.000,1.358,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3904,1311.199,40.635,24.577,24.445,6.104,17.116,0.000,1.358,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3905,1311.522,27.154,24.571,24.442,6.100,17.113,0.000,1.358,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3906,1311.845,20.376,24.565,24.438,6.096,17.111,0.000,1.357,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3907,1312.168,18.339,24.559,24.435,6.092,17.109,0.000,1.357,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3908,1312.491,27.969,24.553,24.432,6.089,17.107,0.000,1.357,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3909,1312.815,13.414,24.547,24.429,6.085,17.105,0.000,1.357,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3910,1313.138,29.858,24.541,24.426,6.082,17.103,0.000,1.357,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3911,1313.461,32.672,24.535,24.423,6.078,17.101,0.000,1.357,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3912,1313.784,17.562,24.530,24.420,6.075,17.099,0.000,1.356,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3913,1314.107,29.784,24.524,24.417,6.071,17.097,0.000,1.356,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3914,1314.430,18.784,24.519,24.414,6.068,17.095,0.000,1.356,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3915,1314.753,22.414,24.513,24.410,6.065,17.092,0.000,1.356,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3916,1315.077,35.043,24.508,24.407,6.062,17.090,0.000,1.356,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3917,1315.400,28.228,24.503,24.404,6.059,17.088,0.000,1.356,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3918,1315.723,28.599,24.498,24.401,6.056,17.086,0.000,1.355,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3919,1316.046,30.895,24.493,24.398,6.053,17.084,0.000,1.355,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3920,1316.369,22.969,24.488,24.395,6.051,17.082,0.000,1.355,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3921,1316.692,30.191,24.483,24.392,6.048,17.080,0.000,1.355,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3922,1317.015,26.969,24.478,24.389,6.045,17.078,0.000,1.355,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3923,1317.338,21.561,24.473,24.385,6.043,17.075,0.000,1.355,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3924,1317.662,19.154,24.468,24.382,6.040,17.073,0.000,1.355,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3925,1317.985,31.746,24.464,24.379,6.038,17.071,0.000,1.354,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3926,1318.308,21.191,24.459,24.376,6.036,17.069,0.000,1.354,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3927,1318.631,26.859,24.455,24.373,6.034,17.067,0.000,1.354,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3928,1318.954,42.895,24.450,24.370,6.031,17.065,0.000,1.354,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3929,1319.277,16.451,24.446,24.367,6.029,17.063,0.000,1.354,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3930,1319.600,40.006,24.441,24.364,6.027,17.061,0.000,1.354,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3931,1319.923,26.969,24.437,24.361,6.025,17.058,0.000,1.353,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3932,1320.247,30.932,24.433,24.357,6.023,17.056,0.000,1.353,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3933,1320.570,6.673,24.429,24.354,6.021,17.054,0.000,1.353,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3934,1320.893,36.377,24.424,24.351,6.019,17.052,0.000,1.353,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3935,1321.216,14.525,24.420,24.348,6.018,17.050,0.000,1.353,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3936,1321.539,20.229,24.416,24.345,6.016,17.048,0.000,1.353,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3937,1321.862,26.117,24.412,24.342,6.014,17.046,0.000,1.352,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3938,1322.185,19.599,24.408,24.339,6.013,17.043,0.000,1.352,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3939,1322.508,33.413,24.404,24.336,6.011,17.041,0.000,1.352,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3940,1322.831,22.896,24.401,24.332,6.009,17.039,0.000,1.352,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3941,1323.154,31.191,24.397,24.329,6.008,17.037,0.000,1.352,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3942,1323.478,26.970,24.393,24.326,6.006,17.035,0.000,1.352,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3943,1323.801,27.599,24.389,24.323,6.005,17.033,0.000,1.351,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3944,1324.124,26.673,24.386,24.320,6.004,17.031,0.000,1.351,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3945,1324.447,24.488,24.382,24.317,6.002,17.029,0.000,1.351,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3946,1324.770,28.192,24.378,24.314,6.001,17.026,0.000,1.351,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3947,1325.093,15.673,24.375,24.311,6.000,17.024,0.000,1.351,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3948,1325.416,26.636,24.371,24.308,5.998,17.022,0.000,1.351,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3949,1325.739,22.007,24.368,24.304,5.997,17.020,0.000,1.351,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3950,1326.062,21.525,24.364,24.301,5.996,17.018,0.000,1.350,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3951,1326.385,29.006,24.361,24.298,5.995,17.016,0.000,1.350,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3952,1326.708,26.859,24.357,24.295,5.994,17.014,0.000,1.350,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3953,1327.031,15.637,24.354,24.292,5.993,17.011,0.000,1.350,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3954,1327.354,21.859,24.351,24.289,5.992,17.009,0.000,1.350,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3955,1327.678,25.303,24.347,24.286,5.991,17.007,0.000,1.350,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3956,1328.001,38.377,24.344,24.283,5.990,17.005,0.000,1.349,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3957,1328.324,25.711,24.341,24.280,5.989,17.003,0.000,1.349,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3958,1328.647,24.525,24.337,24.276,5.988,17.001,0.000,1.349,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3959,1328.970,13.340,24.334,24.273,5.987,16.999,0.000,1.349,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3960,1329.293,18.859,24.331,24.270,5.986,16.996,0.000,1.349,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3961,1329.616,21.340,24.328,24.267,5.985,16.994,0.000,1.349,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3962,1329.939,27.044,24.325,24.264,5.984,16.992,0.000,1.349,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3963,1330.262,33.970,24.322,24.261,5.983,16.990,0.000,1.348,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3964,1330.585,31.377,24.319,24.258,5.983,16.988,0.000,1.348,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3965,1330.908,19.340,24.316,24.255,5.982,16.986,0.000,1.348,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3966,1331.231,26.118,24.313,24.251,5.981,16.984,0.000,1.348,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3967,1331.554,23.082,24.310,24.248,5.980,16.981,0.000,1.348,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3968,1331.877,25.822,24.307,24.245,5.980,16.979,0.000,1.348,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3969,1332.200,23.266,24.304,24.242,5.979,16.977,0.000,1.347,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3970,1332.523,28.303,24.301,24.239,5.978,16.975,0.000,1.347,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3971,1332.847,32.933,24.298,24.236,5.978,16.973,0.000,1.347,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3972,1333.170,22.155,24.295,24.233,5.977,16.971,0.000,1.347,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3973,1333.493,26.415,24.292,24.230,5.977,16.969,0.000,1.347,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3974,1333.816,5.823,24.289,24.227,5.976,16.966,0.000,1.347,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3975,1334.139,22.340,24.286,24.223,5.976,16.964,0.000,1.347,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3976,1334.462,23.563,24.284,24.220,5.975,16.962,0.000,1.346,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
