ch,keV,net,model,continuum_raw,untied_tail,Pb-212,Ra-224,continuum
2333,910.207,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2334,910.614,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2335,911.021,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2336,911.428,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2337,911.834,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2338,912.241,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2339,912.648,1.048,0.000,0.000,0.000,0.000,0.000,0.000
2340,913.055,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2341,913.461,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2342,913.868,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2343,914.275,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2344,914.682,1.373,0.000,0.000,0.000,0.000,0.000,0.000
2345,915.089,3.878,0.000,0.000,0.000,0.000,0.000,0.000
2346,915.496,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2347,915.902,4.948,0.000,0.000,0.000,0.000,0.000,0.000
2348,916.309,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2349,916.716,0.995,0.000,0.000,0.000,0.000,0.000,0.000
2350,917.123,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2351,917.530,6.327,0.000,0.000,0.000,0.000,0.000,0.000
2352,917.937,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2353,918.344,6.554,0.000,0.000,0.000,0.000,0.000,0.000
2354,918.751,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2355,919.158,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2356,919.564,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2357,919.971,0.379,0.000,0.000,0.000,0.000,0.000,0.000
2358,920.378,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2359,920.785,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2360,921.192,1.056,0.000,0.000,0.000,0.000,0.000,0.000
2361,921.599,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2362,922.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2363,922.413,8.552,0.000,0.000,0.000,0.000,0.000,0.000
2364,922.820,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2365,923.227,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2366,923.634,0.550,0.000,0.000,0.000,0.000,0.000,0.000
2367,924.041,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2368,924.448,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2369,924.856,0.723,0.000,0.000,0.000,0.000,0.000,0.000
2370,925.263,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2371,925.670,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2372,926.077,0.074,0.000,0.000,0.000,0.000,0.000,0.000
2373,926.484,3.334,0.000,0.000,0.000,0.000,0.000,0.000
2374,926.891,2.284,0.000,0.000,0.000,0.000,0.000,0.000
2375,927.298,5.678,0.000,0.000,0.000,0.000,0.000,0.000
2376,927.705,0.362,0.000,0.000,0.000,0.000,0.000,0.000
2377,928.112,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2378,928.519,2.775,0.000,0.000,0.000,0.000,0.000,0.000
2379,928.927,4.629,0.000,0.000,0.000,0.000,0.000,0.000
2380,929.334,4.608,0.000,0.000,0.000,0.000,0.000,0.000
2381,929.741,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2382,930.148,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2383,930.555,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2384,930.963,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2385,931.370,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2386,931.777,1.357,0.000,0.000,0.000,0.000,0.000,0.000
2387,932.184,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2388,932.592,2.621,0.000,0.000,0.000,0.000,0.000,0.000
2389,932.999,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2390,933.406,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2391,933.813,2.666,0.000,0.000,0.000,0.000,0.000,0.000
2392,934.221,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2393,934.628,3.895,0.000,0.000,0.000,0.000,0.000,0.000
2394,935.035,1.516,0.000,0.000,0.000,0.000,0.000,0.000
2395,935.442,3.082,0.000,0.000,0.000,0.000,0.000,0.000
2396,935.850,3.056,0.000,0.000,0.000,0.000,0.000,0.000
2397,936.257,3.619,0.000,0.000,0.000,0.000,0.000,0.000
2398,936.664,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2399,937.072,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2400,937.479,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2401,937.887,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2402,938.294,0.743,0.000,0.000,0.000,0.000,0.000,0.000
2403,938.701,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2404,939.109,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2405,939.516,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2406,939.924,0.563,0.000,0.000,0.000,0.000,0.000,0.000
2407,940.331,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2408,940.738,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2409,941.146,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2410,941.553,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2411,941.961,3.068,0.000,0.000,0.000,0.000,0.000,0.000
2412,942.368,1.948,0.000,0.000,0.000,0.000,0.000,0.000
2413,942.776,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2414,943.183,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2415,943.591,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2416,943.998,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2417,944.406,1.871,0.000,0.000,0.000,0.000,0.000,0.000
2418,944.813,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2419,945.221,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2420,945.628,0.420,0.000,0.000,0.000,0.000,0.000,0.000
2421,946.036,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2422,946.444,6.094,0.000,0.000,0.000,0.000,0.000,0.000
2423,946.851,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2424,947.259,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2425,947.666,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2426,948.074,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2427,948.482,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2428,948.889,0.607,0.000,0.000,0.000,0.000,0.000,0.000
2429,949.297,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2430,949.704,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2431,950.112,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2432,950.520,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2433,950.927,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2434,951.335,0.155,0.000,0.000,0.000,0.000,0.000,0.000
2435,951.743,2.208,0.000,0.000,0.000,0.000,0.000,0.000
2436,952.151,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2437,952.558,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2438,952.966,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2439,953.374,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2440,953.781,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2441,954.189,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2442,954.597,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2443,955.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2444,955.413,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2445,955.820,0.988,0.000,0.000,0.000,0.000,0.000,0.000
2446,956.228,3.826,0.000,0.000,0.000,0.000,0.000,0.000
2447,956.636,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2448,957.044,0.906,0.000,0.000,0.000,0.000,0.000,0.000
2449,957.452,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2450,957.859,0.922,0.000,0.000,0.000,0.000,0.000,0.000
2451,958.267,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2452,958.675,7.124,0.000,0.000,0.000,0.000,0.000,0.000
2453,959.083,2.866,0.000,0.000,0.000,0.000,0.000,0.000
2454,959.491,2.232,0.000,0.000,0.000,0.000,0.000,0.000
2455,959.899,2.431,0.000,0.000,0.000,0.000,0.000,0.000
2456,960.307,1.554,0.000,0.000,0.000,0.000,0.000,0.000
2457,960.715,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2458,961.122,1.644,0.000,0.000,0.000,0.000,0.000,0.000
2459,961.530,0.305,0.000,0.000,0.000,0.000,0.000,0.000
2460,961.938,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2461,962.346,1.184,0.000,0.000,0.000,0.000,0.000,0.000
2462,962.754,1.862,0.000,0.000,0.000,0.000,0.000,0.000
2463,963.162,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2464,963.570,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2465,963.978,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2466,964.386,0.483,0.000,0.000,0.000,0.000,0.000,0.000
2467,964.794,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2468,965.202,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2469,965.610,1.995,0.000,0.000,0.000,0.000,0.000,0.000
2470,966.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2471,966.426,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2472,966.834,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2473,967.242,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2474,967.650,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2475,968.058,2.527,0.000,0.000,0.000,0.000,0.000,0.000
2476,968.467,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2477,968.875,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2478,969.283,0.885,0.000,0.000,0.000,0.000,0.000,0.000
2479,969.691,1.291,0.000,0.000,0.000,0.000,0.000,0.000
2480,970.099,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2481,970.507,1.311,0.000,0.000,0.000,0.000,0.000,0.000
2482,970.915,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2483,971.323,5.318,0.000,0.000,0.000,0.000,0.000,0.000
2484,971.732,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2485,972.140,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2486,972.548,0.635,0.000,0.000,0.000,0.000,0.000,0.000
2487,972.956,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2488,973.364,7.630,0.000,0.000,0.000,0.000,0.000,0.000
2489,973.772,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2490,974.181,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2491,974.589,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2492,974.997,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2493,975.405,6.527,0.000,0.000,0.000,0.000,0.000,0.000
2494,975.814,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2495,976.222,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2496,976.630,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2497,977.038,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2498,977.447,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2499,977.855,3.072,0.000,0.000,0.000,0.000,0.000,0.000
2500,978.263,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2501,978.672,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2502,979.080,3.301,0.000,0.000,0.000,0.000,0.000,0.000
2503,979.488,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2504,979.897,0.166,0.000,0.000,0.000,0.000,0.000,0.000
2505,980.305,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2506,980.713,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2507,981.122,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2508,981.530,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2509,981.939,6.174,0.000,0.000,0.000,0.000,0.000,0.000
2510,982.347,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2511,982.755,0.643,0.000,0.000,0.000,0.000,0.000,0.000
2512,983.164,4.136,0.000,0.000,0.000,0.000,0.000,0.000
2513,983.572,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2514,983.981,2.239,0.000,0.000,0.000,0.000,0.000,0.000
2515,984.389,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2516,984.798,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2517,985.206,2.970,0.000,0.000,0.000,0.000,0.000,0.000
2518,985.615,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2519,986.023,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2520,986.432,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2521,986.840,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2522,987.249,0.390,0.000,0.000,0.000,0.000,0.000,0.000
2523,987.657,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2524,988.066,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2525,988.474,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2526,988.883,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2527,989.291,0.705,0.000,0.000,0.000,0.000,0.000,0.000
2528,989.700,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2529,990.108,2.280,0.000,0.000,0.000,0.000,0.000,0.000
2530,990.517,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2531,990.926,2.883,0.000,0.000,0.000,0.000,0.000,0.000
2532,991.334,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2533,991.743,3.899,0.000,0.000,0.000,0.000,0.000,0.000
2534,992.151,0.145,0.000,0.000,0.000,0.000,0.000,0.000
2535,992.560,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2536,992.969,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2537,993.377,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2538,993.786,0.250,0.000,0.000,0.000,0.000,0.000,0.000
2539,994.195,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2540,994.603,0.348,0.000,0.000,0.000,0.000,0.000,0.000
2541,995.012,0.882,0.000,0.000,0.000,0.000,0.000,0.000
2542,995.421,0.535,0.000,0.000,0.000,0.000,0.000,0.000
2543,995.829,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2544,996.238,0.716,0.000,0.000,0.000,0.000,0.000,0.000
2545,996.647,0.656,0.000,0.000,0.000,0.000,0.000,0.000
2546,997.056,2.509,0.000,0.000,0.000,0.000,0.000,0.000
2547,997.464,0.234,0.000,0.000,0.000,0.000,0.000,0.000
2548,997.873,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2549,998.282,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2550,998.691,3.321,0.000,0.000,0.000,0.000,0.000,0.000
2551,999.099,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2552,999.508,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2553,999.917,2.909,0.000,0.000,0.000,0.000,0.000,0.000
2554,1000.326,1.149,0.000,0.000,0.000,0.000,0.000,0.000
2555,1000.735,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2556,1001.144,1.666,0.000,0.000,0.000,0.000,0.000,0.000
2557,1001.552,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2558,1001.961,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2559,1002.370,0.332,0.000,0.000,0.000,0.000,0.000,0.000
2560,1002.779,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2561,1003.188,6.753,0.000,0.000,0.000,0.000,0.000,0.000
2562,1003.597,0.138,0.000,0.000,0.000,0.000,0.000,0.000
2563,1004.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2564,1004.415,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2565,1004.823,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2566,1005.232,1.228,0.000,0.000,0.000,0.000,0.000,0.000
2567,1005.641,1.745,0.000,0.000,0.000,0.000,0.000,0.000
2568,1006.050,0.141,0.000,0.000,0.000,0.000,0.000,0.000
2569,1006.459,1.315,0.000,0.000,0.000,0.000,0.000,0.000
2570,1006.868,0.913,0.000,0.000,0.000,0.000,0.000,0.000
2571,1007.277,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2572,1007.686,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2573,1008.095,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2574,1008.504,1.241,0.000,0.000,0.000,0.000,0.000,0.000
2575,1008.913,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2576,1009.322,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2577,1009.731,4.680,0.000,0.000,0.000,0.000,0.000,0.000
2578,1010.140,2.174,0.000,0.000,0.000,0.000,0.000,0.000
2579,1010.549,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2580,1010.958,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2581,1011.367,0.704,0.000,0.000,0.000,0.000,0.000,0.000
2582,1011.776,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2583,1012.185,3.627,0.000,0.000,0.000,0.000,0.000,0.000
2584,1012.594,2.027,0.000,0.000,0.000,0.000,0.000,0.000
2585,1013.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2586,1013.413,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2587,1013.822,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2588,1014.231,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2589,1014.640,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2590,1015.049,1.033,0.000,0.000,0.000,0.000,0.000,0.000
2591,1015.458,1.062,0.000,0.000,0.000,0.000,0.000,0.000
2592,1015.867,1.605,0.000,0.000,0.000,0.000,0.000,0.000
2593,1016.277,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2594,1016.686,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2595,1017.095,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2596,1017.504,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2597,1017.913,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2598,1018.323,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2599,1018.732,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2600,1019.141,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2601,1019.550,3.151,0.000,0.000,0.000,0.000,0.000,0.000
2602,1019.960,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2603,1020.369,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2604,1020.778,6.179,0.000,0.000,0.000,0.000,0.000,0.000
2605,1021.187,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2606,1021.597,0.548,0.000,0.000,0.000,0.000,0.000,0.000
2607,1022.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2608,1022.415,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2609,1022.825,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2610,1023.234,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2611,1023.643,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2612,1024.053,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2613,1024.462,2.050,0.000,0.000,0.000,0.000,0.000,0.000
2614,1024.871,1.164,0.000,0.000,0.000,0.000,0.000,0.000
2615,1025.281,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2616,1025.690,7.284,0.000,0.000,0.000,0.000,0.000,0.000
2617,1026.099,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2618,1026.509,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2619,1026.918,4.187,0.000,0.000,0.000,0.000,0.000,0.000
2620,1027.328,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2621,1027.737,0.262,0.000,0.000,0.000,0.000,0.000,0.000
2622,1028.146,2.411,0.000,0.000,0.000,0.000,0.000,0.000
2623,1028.556,1.742,0.000,0.000,0.000,0.000,0.000,0.000
2624,1028.965,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2625,1029.375,1.134,0.000,0.000,0.000,0.000,0.000,0.000
2626,1029.784,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2627,1030.194,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2628,1030.603,0.336,0.000,0.000,0.000,0.000,0.000,0.000
2629,1031.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2630,1031.422,0.666,0.000,0.000,0.000,0.000,0.000,0.000
2631,1031.832,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2632,1032.241,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2633,1032.651,6.557,0.000,0.000,0.000,0.000,0.000,0.000
2634,1033.060,4.046,0.000,0.000,0.000,0.000,0.000,0.000
2635,1033.470,2.884,0.000,0.000,0.000,0.000,0.000,0.000
2636,1033.879,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2637,1034.289,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2638,1034.699,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2639,1035.108,0.624,0.000,0.000,0.000,0.000,0.000,0.000
2640,1035.518,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2641,1035.927,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2642,1036.337,1.730,0.000,0.000,0.000,0.000,0.000,0.000
2643,1036.747,2.893,0.000,0.000,0.000,0.000,0.000,0.000
2644,1037.156,1.330,0.000,0.000,0.000,0.000,0.000,0.000
2645,1037.566,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2646,1037.976,2.304,0.000,0.000,0.000,0.000,0.000,0.000
2647,1038.385,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2648,1038.795,5.089,0.000,0.000,0.000,0.000,0.000,0.000
2649,1039.205,1.053,0.000,0.000,0.000,0.000,0.000,0.000
2650,1039.614,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2651,1040.024,9.220,0.000,0.000,0.000,0.000,0.000,0.000
2652,1040.434,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2653,1040.843,4.793,0.000,0.000,0.000,0.000,0.000,0.000
2654,1041.253,0.093,0.000,0.000,0.000,0.000,0.000,0.000
2655,1041.663,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2656,1042.072,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2657,1042.482,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2658,1042.892,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2659,1043.302,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2660,1043.712,3.551,0.000,0.000,0.000,0.000,0.000,0.000
2661,1044.121,2.077,0.000,0.000,0.000,0.000,0.000,0.000
2662,1044.531,0.114,0.000,0.000,0.000,0.000,0.000,0.000
2663,1044.941,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2664,1045.351,4.694,0.000,0.000,0.000,0.000,0.000,0.000
2665,1045.761,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2666,1046.170,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2667,1046.580,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2668,1046.990,2.079,0.000,0.000,0.000,0.000,0.000,0.000
2669,1047.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2670,1047.810,0.048,0.000,0.000,0.000,0.000,0.000,0.000
2671,1048.220,1.350,0.000,0.000,0.000,0.000,0.000,0.000
2672,1048.629,0.160,0.000,0.000,0.000,0.000,0.000,0.000
2673,1049.039,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2674,1049.449,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2675,1049.859,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2676,1050.269,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2677,1050.679,6.259,0.000,0.000,0.000,0.000,0.000,0.000
2678,1051.089,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2679,1051.499,0.078,0.000,0.000,0.000,0.000,0.000,0.000
2680,1051.909,0.263,0.000,0.000,0.000,0.000,0.000,0.000
2681,1052.319,3.984,0.000,0.000,0.000,0.000,0.000,0.000
2682,1052.729,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2683,1053.139,0.447,0.000,0.000,0.000,0.000,0.000,0.000
2684,1053.549,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2685,1053.959,5.053,0.000,0.000,0.000,0.000,0.000,0.000
2686,1054.369,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2687,1054.779,3.672,0.000,0.000,0.000,0.000,0.000,0.000
2688,1055.189,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2689,1055.599,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2690,1056.009,4.004,0.000,0.000,0.000,0.000,0.000,0.000
2691,1056.419,6.481,0.000,0.000,0.000,0.000,0.000,0.000
2692,1056.829,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2693,1057.239,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2694,1057.649,2.825,0.000,0.000,0.000,0.000,0.000,0.000
2695,1058.059,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2696,1058.469,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2697,1058.879,0.575,0.000,0.000,0.000,0.000,0.000,0.000
2698,1059.289,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2699,1059.700,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2700,1060.110,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2701,1060.520,2.941,0.000,0.000,0.000,0.000,0.000,0.000
2702,1060.930,0.301,0.000,0.000,0.000,0.000,0.000,0.000
2703,1061.340,0.647,0.000,0.000,0.000,0.000,0.000,0.000
2704,1061.750,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2705,1062.161,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2706,1062.571,0.424,0.000,0.000,0.000,0.000,0.000,0.000
2707,1062.981,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2708,1063.391,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2709,1063.801,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2710,1064.211,1.627,0.000,0.000,0.000,0.000,0.000,0.000
2711,1064.622,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2712,1065.032,4.001,0.000,0.000,0.000,0.000,0.000,0.000
2713,1065.442,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2714,1065.852,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2715,1066.263,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2716,1066.673,3.048,0.000,0.000,0.000,0.000,0.000,0.000
2717,1067.083,5.746,0.000,0.000,0.000,0.000,0.000,0.000
2718,1067.494,0.671,0.000,0.000,0.000,0.000,0.000,0.000
2719,1067.904,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2720,1068.314,3.182,0.000,0.000,0.000,0.000,0.000,0.000
2721,1068.724,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2722,1069.135,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2723,1069.545,8.724,0.000,0.000,0.000,0.000,0.000,0.000
2724,1069.955,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2725,1070.366,0.000,0.000,0.000,0.000,0.000,0.000,0.000
