ch,keV,net,fit,model,continuum_raw,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,Th-228,Rn-220,Th-232,DE-2615,SE-2615,Xray-W,SE-1631,Backscatter,Xray-NaI,Esc-NaI,continuum
1334,488.768,12835.414,12835.414,13560.732,12724.573,5007.362,5837.827,0.000,791.805,0.000,0.000,12.033,0.000,916.098,728.384,0.000,267.079,0.000,0.000,0.000,0.000
1335,489.142,12808.789,12808.789,13578.091,12730.687,5001.927,5858.588,0.000,792.205,0.000,0.000,12.045,0.000,916.875,729.002,0.000,267.305,0.000,0.000,0.000,0.000
1336,489.516,12714.776,12714.776,13596.061,12736.802,4996.855,5879.569,0.000,792.622,0.000,0.000,12.057,0.000,917.657,729.624,0.000,267.533,0.000,0.000,0.000,0.000
1337,489.890,12892.558,12892.558,13614.625,12742.916,4992.142,5900.754,0.000,793.058,0.000,0.000,12.069,0.000,918.444,730.250,0.000,267.762,0.000,0.000,0.000,0.000
1338,490.264,12821.948,12821.948,13633.767,12749.031,4987.787,5922.131,0.000,793.512,0.000,0.000,12.082,0.000,919.237,730.880,0.000,267.994,0.000,0.000,0.000,0.000
1339,490.638,12935.776,12935.776,13653.469,12755.145,4983.785,5943.683,0.000,793.984,0.000,0.000,12.095,0.000,920.036,731.515,0.000,268.227,0.000,0.000,0.000,0.000
1340,491.011,12794.764,12794.764,13673.712,12761.260,4980.133,5965.396,0.000,794.473,0.000,0.000,12.108,0.000,920.841,732.155,0.000,268.461,0.000,0.000,0.000,0.000
1341,491.385,12786.455,12786.455,13694.474,12767.375,4976.827,5987.251,0.000,794.979,0.000,0.000,12.121,0.000,921.652,732.800,0.000,268.698,0.000,0.000,0.000,0.000
1342,491.759,13080.538,13080.538,13715.732,12773.489,4973.862,6009.232,0.000,795.501,0.000,0.000,12.135,0.000,922.470,733.451,0.000,268.936,0.000,0.000,0.000,0.000
1343,492.133,12880.124,12880.124,13737.465,12779.604,4971.233,6031.320,0.000,796.040,0.000,0.000,12.149,0.000,923.295,734.106,0.000,269.177,0.000,0.000,0.000,0.000
1344,492.507,12986.313,12986.313,13759.646,12785.718,4968.934,6053.495,0.000,796.595,0.000,0.000,12.163,0.000,924.126,734.768,0.000,269.419,0.000,0.000,0.000,0.000
1345,492.881,12981.097,12981.097,13782.250,12791.833,4966.959,6075.737,0.000,797.166,0.000,0.000,12.177,0.000,924.965,735.435,0.000,269.664,0.000,0.000,0.000,0.000
1346,493.255,12891.014,12891.014,13805.250,12797.947,4965.304,6098.026,0.000,797.752,0.000,0.000,12.192,0.000,925.812,736.108,0.000,269.911,0.000,0.000,0.000,0.000
1347,493.629,12999.811,12999.811,13828.617,12804.062,4963.959,6120.338,0.000,798.353,0.000,0.000,12.208,0.000,926.666,736.787,0.000,270.160,0.000,0.000,0.000,0.000
1348,494.002,13168.551,13168.551,13852.324,12810.176,4962.921,6142.653,0.000,798.969,0.000,0.000,12.223,0.000,927.528,737.472,0.000,270.411,0.000,0.000,0.000,0.000
1349,494.376,13141.794,13141.794,13876.339,12816.291,4962.180,6164.947,0.000,799.600,0.000,0.000,12.240,0.000,928.398,738.164,0.000,270.664,0.000,0.000,0.000,0.000
1350,494.750,12976.419,12976.419,13900.632,12822.405,4961.730,6187.195,0.000,800.245,0.000,0.000,12.256,0.000,929.276,738.862,0.000,270.920,0.000,0.000,0.000,0.000
1351,495.124,13182.161,13182.161,13925.171,12828.520,4961.564,6209.374,0.000,800.904,0.000,0.000,12.273,0.000,930.163,739.567,0.000,271.179,0.000,0.000,0.000,0.000
1352,495.498,13199.558,13199.558,13949.923,12834.634,4961.673,6231.459,0.000,801.578,0.000,0.000,12.291,0.000,931.057,740.279,0.000,271.440,0.000,0.000,0.000,0.000
1353,495.872,13384.791,13384.791,13974.855,12840.749,4962.051,6253.423,0.000,802.264,0.000,0.000,12.309,0.000,931.961,740.997,0.000,271.703,0.000,0.000,0.000,0.000
1354,496.246,13155.259,13155.259,13999.933,12846.863,4962.688,6275.241,0.000,802.964,0.000,0.000,12.328,0.000,932.873,741.722,0.000,271.969,0.000,0.000,0.000,0.000
1355,496.620,13313.722,13313.722,14025.123,12852.978,4963.578,6296.887,0.000,803.677,0.000,0.000,12.347,0.000,933.794,742.454,0.000,272.238,0.000,0.000,0.000,0.000
1356,496.994,13181.335,13181.335,14050.389,12859.093,4964.712,6318.334,0.000,804.403,0.000,0.000,12.367,0.000,934.723,743.193,0.000,272.509,0.000,0.000,0.000,0.000
1357,497.368,13052.617,13052.617,14075.697,12865.207,4966.082,6339.554,0.000,805.142,0.000,0.000,12.387,0.000,935.662,743.940,0.000,272.782,0.000,0.000,0.000,0.000
1358,497.742,13546.664,13546.664,14101.010,12871.322,4967.680,6360.520,0.000,805.893,0.000,0.000,12.408,0.000,936.610,744.693,0.000,273.058,0.000,0.000,0.000,0.000
1359,498.116,13656.727,13656.727,14126.292,12877.436,4969.496,6381.204,0.000,806.656,0.000,0.000,12.430,0.000,937.566,745.454,0.000,273.337,0.000,0.000,0.000,0.000
1360,498.489,13391.688,13391.688,14151.508,12883.551,4971.524,6401.580,0.000,807.431,0.000,0.000,12.453,0.000,938.532,746.222,0.000,273.619,0.000,0.000,0.000,0.000
1361,498.863,13516.323,13516.323,14176.620,12889.665,4973.755,6421.617,0.000,808.218,0.000,0.000,12.476,0.000,939.507,746.996,0.000,273.903,0.000,0.000,0.000,0.000
1362,499.237,13636.855,13636.855,14201.593,12895.780,4976.180,6441.290,0.000,809.016,0.000,0.000,12.500,0.000,940.490,747.779,0.000,274.190,0.000,0.000,0.000,0.000
1363,499.611,13695.617,13695.617,14226.390,12901.894,4978.792,6460.570,0.000,809.825,0.000,0.000,12.525,0.000,941.483,748.568,0.000,274.479,0.000,0.000,0.000,0.000
1364,499.985,13939.931,13939.931,14250.975,12908.009,4981.582,6479.428,0.000,810.645,0.000,0.000,12.551,0.000,942.485,749.364,0.000,274.771,0.000,0.000,0.000,0.000
1365,500.359,13679.465,13679.465,14275.312,12914.123,4984.542,6497.839,0.000,811.476,0.000,0.000,12.577,0.000,943.495,750.168,0.000,275.066,0.000,0.000,0.000,0.000
1366,500.733,13850.495,13850.495,14299.365,12920.238,4987.664,6515.774,0.000,812.317,0.000,0.000,12.605,0.000,944.515,750.979,0.000,275.363,0.000,0.000,0.000,0.000
1367,501.107,13737.406,13737.406,14323.099,12926.352,4990.940,6533.206,0.000,813.169,0.000,0.000,12.633,0.000,945.543,751.796,0.000,275.663,0.000,0.000,0.000,0.000
1368,501.481,13904.026,13904.026,14346.479,12932.467,4994.362,6550.108,0.000,814.030,0.000,0.000,12.663,0.000,946.580,752.621,0.000,275.965,0.000,0.000,0.000,0.000
1369,501.855,14016.879,14016.879,14369.470,12938.582,4997.922,6566.455,0.000,814.901,0.000,0.000,12.694,0.000,947.626,753.452,0.000,276.270,0.000,0.000,0.000,0.000
1370,502.229,13975.627,13975.627,14392.040,12944.696,5001.614,6582.221,0.000,815.781,0.000,0.000,12.725,0.000,948.680,754.290,0.000,276.578,0.000,0.000,0.000,0.000
1371,502.603,14106.350,14106.350,14414.154,12950.811,5005.429,6597.380,0.000,816.671,0.000,0.000,12.758,0.000,949.743,755.135,0.000,276.887,0.000,0.000,0.000,0.000
1372,502.977,14305.968,14305.968,14435.780,12956.925,5009.360,6611.909,0.000,817.569,0.000,0.000,12.792,0.000,950.814,755.987,0.000,277.199,0.000,0.000,0.000,0.000
1373,503.351,14335.634,14335.634,14456.888,12963.040,5013.400,6625.783,0.000,818.477,0.000,0.000,12.828,0.000,951.892,756.844,0.000,277.514,0.000,0.000,0.000,0.000
1374,503.725,14139.470,14139.470,14477.446,12969.154,5017.542,6638.980,0.000,819.392,0.000,0.000,12.864,0.000,952.979,757.708,0.000,277.831,0.000,0.000,0.000,0.000
1375,504.099,14282.186,14282.186,14497.424,12975.269,5021.779,6651.477,0.000,820.315,0.000,0.000,12.902,0.000,954.073,758.578,0.000,278.150,0.000,0.000,0.000,0.000
1376,504.473,14510.826,14510.826,14516.795,12981.383,5026.104,6663.254,0.000,821.247,0.000,0.000,12.941,0.000,955.175,759.454,0.000,278.471,0.000,0.000,0.000,0.000
1377,504.847,14263.178,14263.178,14535.531,12987.498,5030.510,6674.290,0.000,822.185,0.000,0.000,12.982,0.000,956.283,760.336,0.000,278.794,0.000,0.000,0.000,0.000
1378,505.221,14344.267,14344.267,14553.605,12993.612,5034.992,6684.566,0.000,823.131,0.000,0.000,13.025,0.000,957.399,761.223,0.000,279.119,0.000,0.000,0.000,0.000
1379,505.595,14519.622,14519.622,14570.993,12999.727,5039.543,6694.064,0.000,824.084,0.000,0.000,13.068,0.000,958.522,762.115,0.000,279.447,0.000,0.000,0.000,0.000
1380,505.969,14428.968,14428.968,14587.670,13005.841,5044.156,6702.767,0.000,825.043,0.000,0.000,13.114,0.000,959.650,763.013,0.000,279.776,0.000,0.000,0.000,0.000
1381,506.343,14717.504,14717.504,14603.615,13011.956,5048.827,6710.659,0.000,826.009,0.000,0.000,13.161,0.000,960.786,763.915,0.000,280.107,0.000,0.000,0.000,0.000
1382,506.717,14666.583,14666.583,14618.806,13018.070,5053.550,6717.726,0.000,826.980,0.000,0.000,13.210,0.000,961.927,764.822,0.000,280.439,0.000,0.000,0.000,0.000
1383,507.091,14349.958,14349.958,14633.224,13024.185,5058.318,6723.955,0.000,827.957,0.000,0.000,13.260,0.000,963.073,765.734,0.000,280.774,0.000,0.000,0.000,0.000
1384,507.465,14274.340,14274.340,14646.850,13030.300,5063.128,6729.334,0.000,828.939,0.000,0.000,13.313,0.000,964.225,766.650,0.000,281.109,0.000,0.000,0.000,0.000
1385,507.839,14761.735,14761.735,14659.669,13036.414,5067.973,6733.853,0.000,829.926,0.000,0.000,13.367,0.000,965.382,767.570,0.000,281.447,0.000,0.000,0.000,0.000
1386,508.213,14707.938,14707.938,14671.666,13042.529,5072.849,6737.502,0.000,830.918,0.000,0.000,13.424,0.000,966.543,768.493,0.000,281.785,0.000,0.000,0.000,0.000
1387,508.587,14755.904,14755.904,14682.827,13048.643,5077.751,6740.273,0.000,831.914,0.000,0.000,13.482,0.000,967.709,769.420,0.000,282.125,0.000,0.000,0.000,0.000
1388,508.961,14582.779,14582.779,14693.140,13054.758,5082.675,6742.161,0.000,832.914,0.000,0.000,13.543,0.000,968.878,770.350,0.000,282.466,0.000,0.000,0.000,0.000
1389,509.335,14887.041,14887.041,14702.596,13060.872,5087.617,6743.162,0.000,833.917,0.000,0.000,13.605,0.000,970.051,771.283,0.000,282.808,0.000,0.000,0.000,0.000
1390,509.709,14926.049,14926.049,14677.458,13033.260,5079.669,6729.864,0.000,832.769,0.000,0.000,13.637,0.000,968.721,770.225,0.000,282.420,0.000,0.000,0.000,0.000
1391,510.083,14826.282,14826.282,14651.449,13005.647,5071.714,6715.702,0.000,831.621,0.000,0.000,13.672,0.000,967.390,769.166,0.000,282.032,0.000,0.000,0.000,0.000
1392,510.457,14907.269,14907.269,14624.562,12978.035,5063.749,6700.674,0.000,830.471,0.000,0.000,13.709,0.000,966.057,768.107,0.000,281.644,0.000,0.000,0.000,0.000
1393,510.831,14721.765,14721.765,14596.795,12950.423,5055.770,6684.781,0.000,829.321,0.000,0.000,13.748,0.000,964.723,767.046,0.000,281.255,0.000,0.000,0.000,0.000
1394,511.205,14974.831,14974.831,14568.145,12922.810,5047.772,6668.028,0.000,828.169,0.000,0.000,13.789,0.000,963.386,765.983,0.000,280.865,0.000,0.000,0.000,0.000
1395,511.579,14780.960,14780.960,14538.614,12895.198,5039.754,6650.419,0.000,827.015,0.000,0.000,13.834,0.000,962.047,764.919,0.000,280.475,0.000,0.000,0.000,0.000
1396,511.953,14970.380,14970.380,14508.204,12867.585,5031.712,6631.959,0.000,825.860,0.000,0.000,13.880,0.000,960.706,763.852,0.000,280.083,0.000,0.000,0.000,0.000
1397,512.328,14544.228,14544.228,14476.917,12839.973,5023.643,6612.657,0.000,824.701,0.000,0.000,13.930,0.000,959.361,762.783,0.000,279.691,0.000,0.000,0.000,0.000
1398,512.702,14997.024,14997.024,14444.759,12812.360,5015.545,6592.521,0.000,823.540,0.000,0.000,13.982,0.000,958.012,761.710,0.000,279.298,0.000,0.000,0.000,0.000
1399,513.076,15095.674,15095.674,14411.738,12784.748,5007.416,6571.561,0.000,822.375,0.000,0.000,14.037,0.000,956.660,760.635,0.000,278.904,0.000,0.000,0.000,0.000
1400,513.450,14837.980,14837.980,14377.863,12757.136,4999.252,6549.791,0.000,821.207,0.000,0.000,14.094,0.000,955.303,759.556,0.000,278.508,0.000,0.000,0.000,0.000
1401,513.824,14894.907,14894.907,14343.142,12729.523,4991.053,6527.222,0.000,820.035,0.000,0.000,14.155,0.000,953.941,758.474,0.000,278.111,0.000,0.000,0.000,0.000
1402,514.198,14818.899,14818.899,14307.590,12701.911,4982.817,6503.871,0.000,818.859,0.000,0.000,14.218,0.000,952.575,757.387,0.000,277.713,0.000,0.000,0.000,0.000
1403,514.572,15000.443,15000.443,14271.218,12674.298,4974.542,6479.752,0.000,817.678,0.000,0.000,14.285,0.000,951.202,756.296,0.000,277.313,0.000,0.000,0.000,0.000
1404,514.946,14844.679,14844.679,14234.042,12646.686,4966.226,6454.884,0.000,816.492,0.000,0.000,14.355,0.000,949.824,755.200,0.000,276.911,0.000,0.000,0.000,0.000
1405,515.320,14965.924,14965.924,14196.078,12619.074,4957.869,6429.284,0.000,815.301,0.000,0.000,14.427,0.000,948.440,754.100,0.000,276.508,0.000,0.000,0.000,0.000
1406,515.694,14790.147,14790.147,14157.345,12591.461,4949.468,6402.974,0.000,814.105,0.000,0.000,14.503,0.000,947.049,752.994,0.000,276.102,0.000,0.000,0.000,0.000
1407,516.068,14876.522,14876.522,14117.861,12563.849,4941.025,6375.974,0.000,812.903,0.000,0.000,14.582,0.000,945.652,751.883,0.000,275.695,0.000,0.000,0.000,0.000
1408,516.442,14981.132,14981.132,14077.648,12536.236,4932.536,6348.306,0.000,811.695,0.000,0.000,14.665,0.000,944.247,750.766,0.000,275.285,0.000,0.000,0.000,0.000
1409,516.817,14559.066,14559.066,14036.727,12508.624,4924.003,6319.994,0.000,810.480,0.000,0.000,14.750,0.000,942.835,749.643,0.000,274.873,0.000,0.000,0.000,0.000
1410,517.191,14520.632,14520.632,13995.121,12481.011,4915.425,6291.062,0.000,809.259,0.000,0.000,14.839,0.000,941.415,748.514,0.000,274.459,0.000,0.000,0.000,0.000
1411,517.565,14924.863,14924.863,13952.855,12453.399,4906.801,6261.536,0.000,808.031,0.000,0.000,14.932,0.000,939.987,747.378,0.000,274.043,0.000,0.000,0.000,0.000
1412,517.939,14839.015,14839.015,13909.955,12425.787,4898.132,6231.441,0.000,806.795,0.000,0.000,15.027,0.000,938.550,746.236,0.000,273.624,0.000,0.000,0.000,0.000
1413,518.313,14591.338,14591.338,13866.446,12398.174,4889.417,6200.806,0.000,805.553,0.000,0.000,15.127,0.000,937.105,745.087,0.000,273.203,0.000,0.000,0.000,0.000
1414,518.687,14591.086,14591.086,13822.356,12370.562,4880.657,6169.657,0.000,804.303,0.000,0.000,15.229,0.000,935.652,743.932,0.000,272.779,0.000,0.000,0.000,0.000
1415,519.061,14551.554,14551.554,13777.714,12342.949,4871.852,6138.025,0.000,803.045,0.000,0.000,15.335,0.000,934.189,742.768,0.000,272.353,0.000,0.000,0.000,0.000
1416,519.435,14756.458,14756.458,13732.548,12315.337,4863.002,6105.937,0.000,801.779,0.000,0.000,15.445,0.000,932.717,741.598,0.000,271.924,0.000,0.000,0.000,0.000
1417,519.810,14477.096,14477.096,13686.890,12287.725,4854.108,6073.425,0.000,800.505,0.000,0.000,15.558,0.000,931.235,740.420,0.000,271.492,0.000,0.000,0.000,0.000
1418,520.184,14384.566,14384.566,13640.768,12260.112,4845.171,6040.519,0.000,799.223,0.000,0.000,15.675,0.000,929.744,739.234,0.000,271.057,0.000,0.000,0.000,0.000
1419,520.558,14332.108,14332.108,13594.216,12232.500,4836.191,6007.249,0.000,797.932,0.000,0.000,15.795,0.000,928.242,738.040,0.000,270.619,0.000,0.000,0.000,0.000
1420,520.932,14350.412,14350.412,13547.264,12204.887,4827.170,5973.648,0.000,796.633,0.000,0.000,15.919,0.000,926.731,736.839,0.000,270.178,0.000,0.000,0.000,0.000
1421,521.306,14069.015,14069.015,13499.946,12177.275,4818.109,5939.748,0.000,795.325,0.000,0.000,16.046,0.000,925.210,735.629,0.000,269.735,0.000,0.000,0.000,0.000
1422,521.680,14221.584,14221.584,13452.294,12149.662,4809.008,5905.579,0.000,794.008,0.000,0.000,16.176,0.000,923.678,734.411,0.000,269.288,0.000,0.000,0.000,0.000
1423,522.055,14240.878,14240.878,13404.341,12122.050,4799.869,5871.176,0.000,792.682,0.000,0.000,16.310,0.000,922.135,733.185,0.000,268.839,0.000,0.000,0.000,0.000
1424,522.429,14022.959,14022.959,13356.121,12094.438,4790.693,5836.570,0.000,791.347,0.000,0.000,16.448,0.000,920.583,731.950,0.000,268.386,0.000,0.000,0.000,0.000
1425,522.803,13921.804,13921.804,13307.668,12066.825,4781.482,5801.794,0.000,790.003,0.000,0.000,16.588,0.000,919.019,730.707,0.000,267.930,0.000,0.000,0.000,0.000
1426,523.177,13783.118,13783.118,13259.016,12039.213,4772.236,5766.882,0.000,788.649,0.000,0.000,16.732,0.000,917.445,729.455,0.000,267.471,0.000,0.000,0.000,0.000
1427,523.551,13777.944,13777.944,13210.198,12011.600,4762.959,5731.865,0.000,787.287,0.000,0.000,16.879,0.000,915.860,728.195,0.000,267.009,0.000,0.000,0.000,0.000
1428,523.925,13631.419,13631.419,13161.250,11983.988,4753.650,5696.777,0.000,785.915,0.000,0.000,17.030,0.000,914.264,726.926,0.000,266.544,0.000,0.000,0.000,0.000
1429,524.300,13775.971,13775.971,13112.205,11956.376,4744.312,5661.650,0.000,784.534,0.000,0.000,17.183,0.000,912.657,725.649,0.000,266.075,0.000,0.000,0.000,0.000
1430,524.674,13542.885,13542.885,13063.096,11928.763,4734.946,5626.516,0.000,783.143,0.000,0.000,17.340,0.000,911.040,724.363,0.000,265.604,0.000,0.000,0.000,0.000
1431,525.048,13597.123,13597.123,13013.959,11901.151,4725.555,5591.409,0.000,781.744,0.000,0.000,17.499,0.000,909.412,723.068,0.000,265.129,0.000,0.000,0.000,0.000
1432,525.422,13457.125,13457.125,12964.827,11873.538,4716.140,5556.359,0.000,780.334,0.000,0.000,17.662,0.000,907.772,721.765,0.000,264.651,0.000,0.000,0.000,0.000
1433,525.796,13436.449,13436.449,12915.733,11845.926,4706.703,5521.399,0.000,778.916,0.000,0.000,17.827,0.000,906.122,720.453,0.000,264.170,0.000,0.000,0.000,0.000
1434,526.171,13311.508,13311.508,12866.711,11818.313,4697.245,5486.560,0.000,777.488,0.000,0.000,17.995,0.000,904.462,719.132,0.000,263.686,0.000,0.000,0.000,0.000
1435,526.545,13176.589,13176.589,12817.793,11790.701,4687.769,5451.873,0.000,776.052,0.000,0.000,18.165,0.000,902.790,717.803,0.000,263.199,0.000,0.000,0.000,0.000
1436,526.919,13271.812,13271.812,12769.013,11763.089,4678.277,5417.369,0.000,774.606,0.000,0.000,18.337,0.000,901.108,716.466,0.000,262.708,0.000,0.000,0.000,0.000
1437,527.293,13347.447,13347.447,12720.402,11735.476,4668.770,5383.077,0.000,773.151,0.000,0.000,18.512,0.000,899.416,715.120,0.000,262.215,0.000,0.000,0.000,0.000
1438,527.667,13152.120,13152.120,12671.992,11707.864,4659.250,5349.027,0.000,771.687,0.000,0.000,18.689,0.000,897.713,713.766,0.000,261.718,0.000,0.000,0.000,0.000
1439,528.042,12901.282,12901.282,12623.814,11680.251,4649.720,5315.248,0.000,770.214,0.000,0.000,18.868,0.000,895.999,712.404,0.000,261.219,0.000,0.000,0.000,0.000
1440,528.416,12884.295,12884.295,12575.900,11652.639,4640.182,5281.770,0.000,768.732,0.000,0.000,19.049,0.000,894.276,711.034,0.000,260.717,0.000,0.000,0.000,0.000
1441,528.790,12820.910,12820.910,12528.278,11625.027,4630.636,5248.619,0.000,767.242,0.000,0.000,19.231,0.000,892.543,709.656,0.000,260.211,0.000,0.000,0.000,0.000
1442,529.164,12596.044,12596.044,12480.980,11597.414,4621.086,5215.823,0.000,765.744,0.000,0.000,19.415,0.000,890.799,708.270,0.000,259.703,0.000,0.000,0.000,0.000
1443,529.539,12615.849,12615.849,12434.034,11569.802,4611.533,5183.410,0.000,764.237,0.000,0.000,19.600,0.000,889.046,706.876,0.000,259.192,0.000,0.000,0.000,0.000
1444,529.913,12539.826,12539.826,12387.468,11542.189,4601.979,5151.405,0.000,762.722,0.000,0.000,19.786,0.000,887.284,705.475,0.000,258.678,0.000,0.000,0.000,0.000
1445,530.287,12581.707,12581.707,12341.311,11514.577,4592.426,5119.834,0.000,761.199,0.000,0.000,19.973,0.000,885.512,704.066,0.000,258.162,0.000,0.000,0.000,0.000
1446,530.661,12223.209,12223.209,12295.589,11486.964,4582.876,5088.723,0.000,759.668,0.000,0.000,20.160,0.000,883.731,702.650,0.000,257.642,0.000,0.000,0.000,0.000
1447,531.036,12237.400,12237.400,12250.330,11459.352,4573.330,5058.094,0.000,758.130,0.000,0.000,20.348,0.000,881.942,701.227,0.000,257.121,0.000,0.000,0.000,0.000
1448,531.410,12347.135,12347.135,12205.558,11431.740,4563.791,5027.972,0.000,756.584,0.000,0.000,20.536,0.000,880.143,699.797,0.000,256.596,0.000,0.000,0.000,0.000
1449,531.784,12268.302,12268.302,12161.301,11404.127,4554.260,4998.380,0.000,755.031,0.000,0.000,20.724,0.000,878.336,698.361,0.000,256.070,0.000,0.000,0.000,0.000
1450,532.158,12150.393,12150.393,12117.581,11376.515,4544.740,4969.341,0.000,753.470,0.000,0.000,20.912,0.000,876.522,696.917,0.000,255.540,0.000,0.000,0.000,0.000
1451,532.533,12225.096,12225.096,12074.423,11348.902,4535.231,4940.876,0.000,751.904,0.000,0.000,21.099,0.000,874.699,695.468,0.000,255.009,0.000,0.000,0.000,0.000
1452,532.907,11970.329,11970.329,12031.851,11321.290,4525.735,4913.006,0.000,750.330,0.000,0.000,21.286,0.000,872.868,694.013,0.000,254.475,0.000,0.000,0.000,0.000
1453,533.281,12109.677,12109.677,11989.887,11293.678,4516.254,4885.753,0.000,748.750,0.000,0.000,21.471,0.000,871.030,692.551,0.000,253.940,0.000,0.000,0.000,0.000
1454,533.655,11839.319,11839.319,11948.553,11266.065,4506.790,4859.135,0.000,747.164,0.000,0.000,21.656,0.000,869.185,691.084,0.000,253.402,0.000,0.000,0.000,0.000
1455,534.030,12172.190,12172.190,11907.870,11238.453,4497.344,4833.172,0.000,745.572,0.000,0.000,21.838,0.000,867.334,689.612,0.000,252.862,0.000,0.000,0.000,0.000
1456,534.404,11645.466,11645.466,11867.860,11210.840,4487.917,4807.883,0.000,743.975,0.000,0.000,22.019,0.000,865.475,688.135,0.000,252.320,0.000,0.000,0.000,0.000
1457,534.778,11744.342,11744.342,11828.542,11183.228,4478.511,4783.286,0.000,742.372,0.000,0.000,22.198,0.000,863.611,686.652,0.000,251.776,0.000,0.000,0.000,0.000
1458,535.153,11672.332,11672.332,11789.937,11155.615,4469.127,4759.399,0.000,740.764,0.000,0.000,22.374,0.000,861.740,685.165,0.000,251.231,0.000,0.000,0.000,0.000
1459,535.527,11699.780,11699.780,11752.062,11128.003,4459.767,4736.239,0.000,739.152,0.000,0.000,22.548,0.000,859.864,683.673,0.000,250.684,0.000,0.000,0.000,0.000
